Fecha;Doc.-nro. interno;Comprobante;Descripción;Condición pago;Lista de precios;Cliente;Vendedor;Producto;Cantidad;Unidad;Precio;Importe;Moneda;Importe mon. principal;Año - mes;Marca;Indentificaciontributaria;Nrodeidentificacion;Nombreusuarioalta
2026-05-05;PEDVEND - 25921;P-1001-00016390;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LA TREGUA S.A;Hernan Piñero;BIOPOLIGEN Q x dosis;60.00000000;DOSIS;1110.941500;66656.490000;PESOS;66656.490000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71187733-5;Hernan Piñero
2026-05-05;PEDVEND - 25921;P-1001-00016390;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LA TREGUA S.A;Hernan Piñero;ARRASA BOVINOS x 2.5 lts.;1.00000000;BIDON POR 2.5 LITROS;190043.994500;190043.990000;PESOS;190043.994500;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71187733-5;Hernan Piñero
2026-05-05;PEDVEND - 25921;P-1001-00016390;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LA TREGUA S.A;Hernan Piñero;ADEVET x 500 ml.;4.00000000;FCO x 500 CC.;34765.200000;139060.800000;PESOS;139060.800000;2026-05;VETANCO;C.U.I.T.;30-71187733-5;Hernan Piñero
2026-05-05;PEDVEND - 25921;P-1001-00016390;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LA TREGUA S.A;Hernan Piñero;BIOCLOSTRIGEN J5 2ML x ds.;60.00000000;DOSIS;462.102500;27726.150000;PESOS;27726.150000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71187733-5;Hernan Piñero
2026-05-05;PEDVEND - 25921;P-1001-00016390;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LA TREGUA S.A;Hernan Piñero;GLYPONDIN MULTIMINERAL 4 x 250;4.80000000;FCO x 250 CC;32695.200000;156936.960000;PESOS;156936.960000;2026-05;KONIG;C.U.I.T.;30-71187733-5;Hernan Piñero
2026-05-06;PEDVEND - 25949;P-1001-00016421;BIOCONECTA;30 dias;BioConecta;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;ROTATEC J5 x ds.;4640.00000000;DOSIS;1086.489000;5041308.960000;PESOS;5041308.960000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25949;P-1001-00016421;BIOCONECTA;30 dias;BioConecta;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;SUPLENUT SE - NUEVO x 500 cc.;25.00000000;FCO x 500 CC.;63364.500000;1584112.500000;PESOS;1584112.500000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;HANDY - promo tacto -  BIOGENESIS (par);2.00000000;PAR;100.000000;200.000000;PESOS;200.000000;2026-05;;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;BIOPOLIGEN Q x dosis;500.00000000;DOSIS;1110.941500;555470.750000;PESOS;555470.750000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;AGUJAS 16 G x 1 1/2 - 40/16 x 100 uni.;1.00000000;CAJA POR 100 UNIDADES;2533.000000;2533.000000;PESOS;2533.000000;2026-05;PROPATO HNOS. S.A.I.C.;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;VEDEVAX BLOCK x ds.;320.00000000;DOSIS;2798.200000;895424.000000;PESOS;895424.000000;2026-05;VETANCO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;MAGNECAL 3000 X 100 CC.;50.00000000;FCO x 100 CC.;7740.900000;387045.000000;PESOS;387045.000000;2026-05;AGROINSUMOS;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;ZACTRAN x 100 cc;20.00000000;FCO x 100 CC.;179963.523000;3599270.460000;PESOS;3599270.460000;2026-05;BOEHRINGER INGELHEIM S.A.;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;BIOLEPTOGEN x ds.;250.00000000;DOSIS;1038.938000;259734.500000;PESOS;259734.500000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-06;PEDVEND - 25950;P-1001-00016422;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;CDVAC CARBUNCLO x ds.;2500.00000000;DOSIS;58.500000;146250.000000;PESOS;146250.000000;2026-05;CENTRO DIAGNOSTICO VETERINARIO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-11;PEDVEND - 26008;P-1001-00016483;BIOCONECTA;30 dias;BioConecta;AGROP. LAS SEMILLAS S.R.L.;Hernan Piñero;SUPLENUT x 500 cc.;25.00000000;FCO x 500 CC.;57089.700000;1427242.500000;PESOS;1427242.500000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-70831335-8;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;BLOQUE MAGNESIADO PIPO x 25 KGS;6.00000000;Unidades;59400.000000;356400.000000;PESOS;356400.000000;2026-05;PRIMIA;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;APLICADOR VARILLAS FIBRA DE VIDRIO ;1.00000000;Unidades;38802.310000;38802.310000;PESOS;38802.310000;2026-05;PENSAGRO;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;GENTA P SPRAY x 200 cc.;1.00000000;FCO x 200 cc.;9994.950000;9994.950000;PESOS;9994.950000;2026-05;BURNET;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;CABLE ELECTROPLASTICO 12 HILOS RAF X 500;3.00000000;Unidades;57026.700000;171080.100000;PESOS;171080.100000;2026-05;CARRETELES RAFAELA S.C.;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;TILCOSAN 30% X 100 CC;1.00000000;FCO x 100 CC.;16950.600000;16950.600000;PESOS;16950.600000;2026-05;ALEBET;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;VARILLA FIBRA DE VIDRIO 10mm x 1.2 MTS X UNID C/1 CLIP;20.00000000;Unidades;2420.170000;48403.400000;PESOS;48403.400000;2026-05;PENSAGRO;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;GALMETRIN POMADA X 1 KG;2.00000000;POTE POR 1 KILO;45345.001000;90690.000000;PESOS;90690.002000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-14;PEDVEND - 26075;P-1001-00016571;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA COLORADA Y NEGRA SA;Hernan Piñero;GALMETRIN PLUS SPRAY PLATAx440;6.00000000;FCO x 440 cc.;6143.001000;36858.010000;PESOS;36858.006000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71598575-2;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;PASTA KEMCO  x 30 grs.;4.00000000;POTE POR 25 GRAMOS;16277.400000;65109.600000;PESOS;65109.600000;2026-05;VILLA NUEVA;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;YODIMASPEN CAJA X 2 FCOS;25.00000000;UNIDAD;27702.901600;692572.540000;PESOS;692572.540000;2026-05;CALIER;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;BIOLEPTOGEN x ds.;500.00000000;DOSIS;1038.938000;519469.000000;PESOS;519469.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;BIOABORTOGEN H x ds.;800.00000000;DOSIS;1133.160500;906528.400000;PESOS;906528.400000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;GONAXAL x 50 cc;15.00000000;FCO x 50 CC.;25439.004000;381585.060000;PESOS;381585.060000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;CINTA ELECTROPLAST.12mm x 200m;10.00000000;Unidades;38622.600000;386226.000000;PESOS;386226.000000;2026-05;San Miguel - PAGANO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;CABLE ELECTROPLASTICO 7 HILOS RAF x 500;10.00000000;Unidades;31623.400000;316234.000000;PESOS;316234.000000;2026-05;CARRETELES RAFAELA S.C.;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;VARILLA HORQUILLA C/ RULO 8mm roja S.M.;50.00000000;Unidades;4015.800000;200790.000000;PESOS;200790.000000;2026-05;San Miguel - PAGANO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;POLICLOSTRIGEN  X DOSIS;800.00000000;DOSIS;630.997500;504798.000000;PESOS;504798.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;BOTAS NEGRAS Agro. Indu. 39;1.00000000;PAR;20789.640000;20789.640000;PESOS;20789.640000;2026-05;CALFOR;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;TRAJE DE PVC  MK REFORZADO STD M;2.00000000;Unidades;62597.700000;125195.400000;PESOS;125195.400000;2026-05;MK;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;TRAJE DE PVC  MK REFORZADO STD XL;2.00000000;Unidades;62597.700000;125195.400000;PESOS;125195.400000;2026-05;MK;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;UBROLEXIN X JERINGA;120.00000000;JERINGA;4483.809500;538057.140000;PESOS;538057.140000;2026-05;BOEHRINGER INGELHEIM S.A.;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;BIOPOLIGEN AIR x dosis;320.00000000;DOSIS;1402.627500;448840.800000;PESOS;448840.800000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25978;P-1001-00016455;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA FIORITO  SA;Hernan Piñero;BIOPOLIGEN HS x ds.;800.00000000;DOSIS;966.101500;772881.200000;PESOS;772881.200000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-08;PEDVEND - 25979;P-1001-00016456;BIOCONECTA;30 dias;BioConecta;AGROPECUARIA FIORITO  SA;Hernan Piñero;ROTATEC J5 x ds.;720.00000000;DOSIS;1086.489000;782272.080000;PESOS;782272.080000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-59794501-5;Hernan Piñero
2026-05-04;PEDVEND - 25897;P-1001-00016365;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;BIOABORTOGEN H x ds.;650.00000000;DOSIS;949.220000;616993.000000;PESOS;616993.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25952;P-1001-00016424;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;ESTREPTOPENDIBEN 5000000 x fco;24.00000000;Unidades;8497.750000;203946.000000;PESOS;203946.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25952;P-1001-00016424;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;MAXIBIOTIC L.A. x 250 cc;20.00000000;FCO x 250 CC;28715.000000;574300.000000;PESOS;574300.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25952;P-1001-00016424;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;MAXITYL fco x 100 cc.;20.00000000;FCO x 100 CC.;39916.000000;798320.000000;PESOS;798320.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25952;P-1001-00016424;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;SUPLENUT x 500 cc.;15.00000000;FCO x 500 CC.;53146.000000;797190.000000;PESOS;797190.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25952;P-1001-00016424;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;GALMETRIN PLUS SPRAY PLATAx440;10.00000000;FCO x 440 cc.;5147.000000;51470.000000;PESOS;51470.000000;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;DEXA 20 x 20 ml.;20.00000000;FCO x 20 CC.;10185.300000;203706.000000;PESOS;203706.000000;2026-05;RICHMOND;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;JERINGA DESCARTABLE x 60 Cc S/AGUJ;50.00000000;Unidades;428.400000;21420.000000;PESOS;21420.000000;2026-05;PLUS PAPIER;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;JERINGA DESCARTABLE x 20cc S/AGUJA;50.00000000;Unidades;176.400000;8820.000000;PESOS;8820.000000;2026-05;PLUS PAPIER;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;JERINGA DESCARTABLE x 10cc. S/AGUJA;50.00000000;Unidades;108.000000;5400.000000;PESOS;5400.000000;2026-05;PLUS PAPIER;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;AGUJAS HIPODERMICAS 15 x 18 - 12 un;24.00000000;CAJA POR 12 UNIDADES;7074.000000;169776.000000;PESOS;169776.000000;2026-05;PRIMOR;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;AGUJAS HIPODERMICAS 12 x 18 - 12 un;12.00000000;CAJA POR 12 UNIDADES;7074.000000;84888.000000;PESOS;84888.000000;2026-05;PRIMOR;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;AGUJAS 18 G X 1 - 25/12  x 100 Unid;8.00000000;CAJA POR 100 UNIDADES;2133.000000;17064.000000;PESOS;17064.000000;2026-05;PLUS PAPIER;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;AGUJAS 21G X 1 - 25/8 x 100;5.00000000;CAJA POR 100 UNIDADES;2133.000000;10665.000000;PESOS;10665.000000;2026-05;PLUS PAPIER;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;AGUJAS 16 G x 1 1/2 - 40/16 x 100 uni.;2.00000000;CAJA POR 100 UNIDADES;2682.000000;5364.000000;PESOS;5364.000000;2026-05;PROPATO HNOS. S.A.I.C.;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-07;PEDVEND - 25953;P-1001-00016425;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;LIDOCAINA VETUE X 100 CC.;10.00000000;FCO x 100 CC.;5619.915000;56199.150000;PESOS;56199.150000;2026-05;VETUE;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-08;PEDVEND - 25988;P-1001-00016465;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;ENERGO-MAG x 250 ml.;5.00000000;FCO x 250 CC;11636.100000;58180.500000;PESOS;58180.500000;2026-05;KONIG;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-08;PEDVEND - 25988;P-1001-00016465;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;GLUCONATO DE CALCIO Mg. x 250;5.00000000;FCO x 250 CC;12295.449000;61477.250000;PESOS;61477.245000;2026-05;ROSENBUSCH;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-08;PEDVEND - 25988;P-1001-00016465;;30 dias;LISTA DE PRECIOS VIGENTE ;AGROPECUARIA LAS HELENAS S.A.;Hernan Piñero;CALVETAN UP x 500 cc.;10.00000000;FCO x 500 CC.;26023.600000;260236.000000;PESOS;260236.000000;2026-05;VETANCO;C.U.I.T.;30-71667658-3;Hernan Piñero
2026-05-18;PDA - 243;;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LOS GROBITOS S.A.;Bautista Loza;SUPLENUT x 500 cc.;72.00000000;FCO x 500 CC.;44289.000000;3188808.000000;PESOS;;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-60780111-4;Bautista Loza
2026-05-18;PDA - 243;;;30 dias;GRANDES PRODUCTORES BIO;AGROPECUARIA LOS GROBITOS S.A.;Bautista Loza;BIOABORTOGEN H x ds.;6000.00000000;DOSIS;871.100000;5226600.000000;PESOS;;2026-05;BIOGENESIS BAGO;C.U.I.T.;30-60780111-4;Bautista Loza
2026-05-04;PEDVENCOT - 2071;;;Contado;LISTA DE PRECIOS VIGENTE ;ANTELO HERNAN RAMIRO;Pascual Ibañez;FASIMEC X 2.2 lts;12.00000000;BIDON POR 2,2 LITROS;137750.000000;1653000.000000;PESOS;1653000.000000;2026-05;ELANCO;C.U.I.T.;20-21355662-3;Pascual Ibañez
2026-05-11;PVANTICIPO - 548;P-1001-00016485;BIOCONECTA;30 y 60 dias;BioConecta;ARATA LUCIANO;Bautista Loza;ROTATEC J5 x ds.;560.00000000;DOSIS;1086.489000;608433.840000;PESOS;608433.840000;2026-05;BIOGENESIS BAGO;C.U.I.T.;20-18271355-5;Bautista Loza
2026-05-14;PDA - 240;;;30 y 60 dias;BioConecta;ARATA LUCIANO;Bautista Loza;ROTATEC J5 x ds.;320.00000000;DOSIS;1086.489000;347676.480000;PESOS;;2026-05;BIOGENESIS BAGO;C.U.I.T.;20-18271355-5;Bautista Loza
2026-05-15;PEDVEND - 26091;P-1001-00016585;;30 dias;LISTA DE PRECIOS VIGENTE ;ARRECHEA FERNANDEZ JUAN ALFREDO;Hernan Piñero;SEÑALADOR BORDE DE OREJA - N° 38 - FADIV;1.00000000;Unidades;118700.000000;118700.000000;PESOS;118700.000000;2026-05;FADIV;C.U.I.T.;23-32564147-9;Hernan Piñero
2026-05-15;PEDVEND - 26091;P-1001-00016585;;30 dias;LISTA DE PRECIOS VIGENTE ;ARRECHEA FERNANDEZ JUAN ALFREDO;Hernan Piñero;KIT DE CASTRACION NO QUIRURGICO NACIONAL;1.00000000;UNIDAD;840000.600000;840000.600000;PESOS;840000.600000;2026-05;Sin Asignar;C.U.I.T.;23-32564147-9;Hernan Piñero
2026-05-15;PEDVEND - 26091;P-1001-00016585;;30 dias;LISTA DE PRECIOS VIGENTE ;ARRECHEA FERNANDEZ JUAN ALFREDO;Hernan Piñero;BANDA CASTRADORA NACIONAL BEIGE / VERDE X UNID;50.00000000;UNIDAD;7020.000000;351000.000000;PESOS;351000.000000;2026-05;;C.U.I.T.;23-32564147-9;Hernan Piñero
2026-05-13;PEDVEND - 26046;P-1001-00016540;JUEVES POR TTE BELARDI A LOBOS;30 dias;LISTA DE PRECIOS VIGENTE ;BARRIOS CRISTIAN SAUL;Manuel Uranga;TACORPE caja x 2 unidades;1.00000000;CAJA;26648.147070;26648.150000;PESOS;26648.147100;2026-05;Rio de Janeiro - ALLIGNANI;C.U.I.T.;20-33854928-9;Manuel Uranga
2026-05-13;PEDVEND - 26046;P-1001-00016540;JUEVES POR TTE BELARDI A LOBOS;30 dias;LISTA DE PRECIOS VIGENTE ;BARRIOS CRISTIAN SAUL;Manuel Uranga;VENDA ELASTICA CO-FLEX VETRAP 10 CM X 4.5 MTS;12.00000000;UNIDAD;2331.260000;27975.120000;PESOS;27975.120000;2026-05;ENRIQUE CROTTI;C.U.I.T.;20-33854928-9;Manuel Uranga
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;CDVac DIARREA NEONATAL PLUS x ds;500.00000000;DOSIS;963.900000;481950.000000;PESOS;481950.000000;2026-05;CENTRO DIAGNOSTICO VETERINARIO;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;CDVAC REPRODUCTIVA PLUS DE X DS;500.00000000;DOSIS;1153.620000;576810.000000;PESOS;576810.000000;2026-05;CENTRO DIAGNOSTICO VETERINARIO;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;GLUCONATO DE CALCIO Mg. x 250;1.00000000;FCO x 250 CC;12295.449000;12295.450000;PESOS;12295.449000;2026-05;ROSENBUSCH;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;LEVAMISOL TECNOFARM x 500cc;15.00000000;FCO x 500 CC.;59232.888000;888493.320000;PESOS;888493.320000;2026-05;TECNOFARM S.R.L.;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;GLOXAN ZM x 500 cc;15.00000000;FCO x 500 CC.;44975.403000;674631.050000;PESOS;674631.045000;2026-05;TECNOFARM S.R.L.;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;CARAVANA DUR FLEX MEDIANA AMARILLA S/Nº;500.00000000;Unidades;516.754260;258377.130000;PESOS;258377.150000;2026-05;DUR-FLEX Lecvet;C.U.I.T.;30-70828335-1;Pascual Ibañez
2026-05-18;PEDVEND - 26103;P-1001-00016595;;60 dias;LISTA DE PRECIOS VIGENTE ;BATTISTESSA S R L;Hernan Piñero;CABLE ELECTROPLASTICO 7 HILOS RAF x 750;5.00000000;Unidades;50226.300000;251131.500000;PESOS;251131.500000;2026-05;CARRETELES RAFAELA S.C.;C.U.I.T.;30-70828335-1;Pascual Ibañez
